GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
327,-2026.1761,-19084.565,-3379.4446,85.10427072,-21110.7411,-3294.34032928,-24405.0814293
328,-2009.6311,-19121.223,-3341.0255,84.92848488,-21130.8541,-3256.09701512,-24386.9511151
329,-2048.2836,-19110.4786,-3346.9331,84.62671416,-21158.7622,-3262.30638584,-24421.0685858
330,-2041.0195,-19096.9149,-3359.2412,84.14372232,-21137.9344,-3275.09747768,-24413.0318777
331,-2006.9529,-19074.4313,-3383.5967,85.6754532,-21081.3842,-3297.9212468,-24379.3054468
332,-2014.0813,-18946.892,-3432.997,86.46175152,-20960.9733,-3346.53524848,-24307.5085485
333,-2015.5489,-18953.5454,-3469.6941,85.39121232,-20969.0943,-3384.30288768,-24353.3971877
334,-2024.2114,-19126.3551,-3335.8879,83.40171336,-21150.5665,-3252.48618664,-24403.0526866
335,-2037.8,-19053.4203,-3361.3052,85.63031208,-21091.2203,-3275.67488792,-24366.8951879
336,-2011.8079,-19134.8145,-3356.3408,85.11626448,-21146.6224,-3271.22453552,-24417.8469355
337,-2031.7254,-19088.0882,-3330.6576,85.3051716,-21119.8136,-3245.3524284,-24365.1660284
338,-1988.8866,-19131.8551,-3319.2524,85.10161752,-21120.7417,-3234.15078248,-24354.8924825
339,-2017.0473,-19138.1968,-3307.2288,84.8887128,-21155.2441,-3222.3400872,-24377.5841872
340,-2042.5555,-19073.69,-3418.9092,85.8163104,-21116.2455,-3333.0928896,-24449.3383896
341,-2022.4195,-19101.4394,-3389.6606,87.60554496,-21123.8589,-3302.05505504,-24425.913955
342,-2004.5142,-19140.3703,-3357.3891,86.2288596,-21144.8845,-3271.1602404,-24416.0447404
343,-2030.0488,-19185.9075,-3279.8561,86.49651528,-21215.9563,-3193.35958472,-24409.3158847
344,-2029.8269,-19175.5244,-3336.8903,85.45483728,-21205.3513,-3251.43546272,-24456.7867627
345,-1985.5788,-19160.6556,-3365.4149,87.00421176,-21146.2344,-3278.41068824,-24424.6450882
346,-1977.6748,-19042.1936,-3333.7091,88.2455292,-21019.8684,-3245.4635708,-24265.3319708
347,-2009.2434,-19080.9901,-3350.4512,84.56639616,-21090.2335,-3265.88480384,-24356.1183038
348,-2012.7735,-19106.63,-3329.2946,85.34071152,-21119.4035,-3243.95388848,-24363.3573885
349,-2044.1282,-19160.0679,-3288.8337,84.83551992,-21204.1961,-3203.99818008,-24408.1942801
350,-2064.9911,-19154.7823,-3300.7694,83.60484552,-21219.7734,-3217.16455448,-24436.9379545
351,-2005.7311,-19158.4413,-3293.0326,84.6055872,-21164.1724,-3208.4270128,-24372.5994128
352,-2014.8596,-19131.0934,-3306.2374,85.93772184,-21145.953,-3220.29967816,-24366.2526782
353,-1999.3126,-19233.952,-3288.8135,85.9807008,-21233.2646,-3202.8327992,-24436.0973992
354,-2024.705,-19156.2691,-3332.6128,84.53230128,-21180.9741,-3248.08049872,-24429.0545987
355,-2017.9001,-19174.1475,-3279.5783,83.67360984,-21192.0476,-3195.90469016,-24387.9522902
356,-2033.7713,-19082.1308,-3344.7121,83.55971448,-21115.9021,-3261.15238552,-24377.0544855
357,-2032.6185,-19075.8443,-3314.5435,83.96040312,-21108.4628,-3230.58309688,-24339.0458969
358,-2061.3262,-19061.4486,-3354.7213,83.43906696,-21122.7748,-3271.28223304,-24394.057033
359,-2017.616,-19177.4907,-3303.2789,83.60287704,-21195.1067,-3219.67602296,-24414.782723
360,-2038.0453,-19179.0523,-3299.4066,84.15592128,-21217.0976,-3215.25067872,-24432.3482787
361,-2023.3644,-19115.8982,-3348.9158,83.90527992,-21139.2626,-3265.01052008,-24404.2731201
362,-2022.4496,-19162.5835,-3337.271,85.76520912,-21185.0331,-3251.50579088,-24436.5388909
363,-2005.706,-19184.0974,-3302.2873,85.30716168,-21189.8034,-3216.98013832,-24406.7835383
364,-2030.1765,-19117.801,-3316.2802,83.90590992,-21147.9775,-3232.37429008,-24380.3517901
365,-2016.2119,-19047.4275,-3409.2211,85.07986416,-21063.6394,-3324.14123584,-24387.7806358
366,-2007.1101,-19154.6005,-3339.5656,85.76872272,-21161.7106,-3253.79687728,-24415.5074773
367,-2019.7443,-19076.0733,-3390.5205,84.24142056,-21095.8176,-3306.27907944,-24402.0966794
368,-2012.7111,-19095.4544,-3348.9813,84.41487504,-21108.1655,-3264.56642496,-24372.731925
369,-1975.8958,-19125.8733,-3368.4926,85.63795992,-21101.7691,-3282.85464008,-24384.6237401
370,-2011.8969,-19026.4358,-3395.2601,84.08486088,-21038.3327,-3311.17523912,-24349.5079391
371,-1982.4228,-19044.4911,-3420.0207,86.05734192,-21026.9139,-3333.96335808,-24360.8772581
372,-2029.1617,-19060.2594,-3385.2343,83.8136304,-21089.4211,-3301.4206696,-24390.8417696
373,-2022.5754,-19188.3994,-3276.7992,84.23198496,-21210.9748,-3192.56721504,-24403.542015
374,-1989.4915,-19177.0833,-3297.3217,83.8818288,-21166.5748,-3213.4398712,-24380.0146712
375,-1986.5259,-19059.5308,-3371.3755,83.16839376,-21046.0567,-3288.20710624,-24334.2638062
376,-2018.5886,-19145.0513,-3341.7293,83.36360088,-21163.6399,-3258.36569912,-24422.0055991
377,-2065.5794,-18955.7143,-3438.7042,85.21283664,-21021.2937,-3353.49136336,-24374.7850634
378,-2041.4487,-19048.8998,-3410.3465,83.19076776,-21090.3485,-3327.15573224,-24417.5042322
379,-1992.7749,-19066.3231,-3347.9159,82.85858784,-21059.098,-3265.05731216,-24324.1553122
380,-2025.724,-19005.0089,-3411.5031,84.3453828,-21030.7329,-3327.1577172,-24357.8906172
381,-2033.7484,-18995.0481,-3403.7924,84.41199576,-21028.7965,-3319.38040424,-24348.1769042
382,-2040.785,-19044.7141,-3403.9692,82.92661776,-21085.4991,-3321.04258224,-24406.5416822
383,-2019.0503,-19019.7543,-3414.7641,83.9413188,-21038.8046,-3330.8227812,-24369.6273812
384,-1998.8799,-18970.8946,-3474.3553,84.38253552,-20969.7745,-3389.97276448,-24359.7472645
385,-2020.8402,-18856.9893,-3474.6298,84.90226752,-20877.8295,-3389.72753248,-24267.5570325
386,-2036.1857,-18891.2252,-3463.0018,82.86783264,-20927.4109,-3380.13396736,-24307.5448674
387,-2015.5324,-18933.2369,-3447.9248,85.770756,-20948.7693,-3362.154044,-24310.923344
388,-1988.5834,-19008.7446,-3399.4153,83.5549272,-20997.328,-3315.8603728,-24313.1883728
389,-2013.7006,-19051.5651,-3388.759,83.56392072,-21065.2657,-3305.19507928,-24370.4607793
390,-1990.4951,-19081.6606,-3385.3035,86.16036744,-21072.1557,-3299.14313256,-24371.2988326
391,-2063.4692,-19007.918,-3392.1921,84.302568,-21071.3872,-3307.889532,-24379.276732
392,-2004.1342,-19046.2829,-3379.1444,83.78806752,-21050.4171,-3295.35633248,-24345.7734325
393,-2041.5062,-19093.7577,-3332.562,82.0309824,-21135.2639,-3250.5310176,-24385.7949176
394,-2016.8289,-18991.2627,-3411.7725,84.49564176,-21008.0916,-3327.27685824,-24335.3684582
395,-1986.2755,-19184.6512,-3362.1917,84.64004136,-21170.9267,-3277.55165864,-24448.4783586
396,-2065.0727,-19035.1955,-3364.9381,83.82542544,-21100.2682,-3281.11267456,-24381.3808746
397,-2053.8671,-19074.0721,-3347.0702,83.14064784,-21127.9392,-3263.92955216,-24391.8687522
398,-2020.6639,-19019.2535,-3446.5413,86.0730732,-21039.9174,-3360.4682268,-24400.3856268
399,-2042.2235,-19037.1006,-3425.8757,86.9775768,-21079.3241,-3338.8981232,-24418.2222232
400,-2003.6234,-19015.6418,-3422.6383,83.94407136,-21019.2652,-3338.69422864,-24357.9594286
401,-2037.8554,-18955.6617,-3436.0474,84.3078528,-20993.5171,-3351.7395472,-24345.2566472
402,-2027.7245,-18981.8664,-3425.1997,85.11685128,-21009.5909,-3340.08284872,-24349.6737487
403,-2026.966,-19003.9726,-3400.0536,84.33697176,-21030.9386,-3315.71662824,-24346.6552282
404,-2022.751,-18982.0635,-3418.9591,83.48571504,-21004.8145,-3335.47338496,-24340.287885
405,-2019.8855,-19077.5931,-3380.4072,83.48137632,-21097.4786,-3296.92582368,-24394.4044237
406,-2044.7065,-19060.1355,-3383.6449,82.42232328,-21104.842,-3301.22257672,-24406.0645767
407,-2046.004,-19035.2759,-3387.2649,83.45962152,-21081.2799,-3303.80527848,-24385.0851785
408,-2037.1793,-19135.5041,-3317.7014,82.59184296,-21172.6834,-3235.10955704,-24407.792957
409,-2011.007,-19137.6555,-3340.3308,85.73386752,-21148.6625,-3254.59693248,-24403.2594325
410,-2002.7996,-19138.9648,-3316.9332,84.69663552,-21141.7644,-3232.23656448,-24374.0009645
411,-2041.9718,-19111.5308,-3310.3818,83.2296096,-21153.5026,-3227.1521904,-24380.6547904
412,-2010.1797,-19048.4899,-3402.0276,84.90764376,-21058.6696,-3317.11995624,-24375.7895562
413,-1997.5959,-19151.3883,-3339.1139,85.44256632,-21148.9842,-3253.67133368,-24402.6555337
414,-2017.207,-19147.3712,-3319.3454,84.71448504,-21164.5782,-3234.63091496,-24399.209115
415,-2026.7718,-19047.6076,-3374.3554,82.99996056,-21074.3794,-3291.35543944,-24365.7348394
416,-2013.8966,-19146.6623,-3323.5955,84.38412888,-21160.5589,-3239.21137112,-24399.7702711
417,-2040.9944,-19048.3962,-3355.2218,84.32005248,-21089.3906,-3270.90174752,-24360.2923475
418,-1981.9501,-19137.1285,-3336.226,85.21369992,-21119.0786,-3251.01230008,-24370.0909001
419,-2035.6861,-19123.2791,-3300.1414,81.72018288,-21158.9652,-3218.42121712,-24377.3864171
420,-2050.2807,-19004.8825,-3384.6853,82.14630696,-21055.1632,-3302.53899304,-24357.702193
421,-2018.132,-19090.3915,-3401.6314,84.27496824,-21108.5235,-3317.35643176,-24425.8799318
422,-1973.3399,-19212.9033,-3332.3675,85.58370144,-21186.2432,-3246.78379856,-24433.0269986
423,-2009.25,-19117.0305,-3330.2555,84.48602112,-21126.2805,-3245.76947888,-24372.0499789
424,-2004.8057,-19182.5186,-3322.1538,85.36497984,-21187.3243,-3236.78882016,-24424.1131202
425,-2055.2096,-19080.932,-3378.9941,84.3077376,-21136.1416,-3294.6863624,-24430.8279624
426,-2002.0815,-19071.2826,-3395.2593,85.47168024,-21073.3641,-3309.78761976,-24383.1517198
427,-2022.9125,-19087.8707,-3369.085,84.0922092,-21110.7832,-3284.9927908,-24395.7759908
428,-2021.5173,-19158.6895,-3331.5545,84.02592672,-21180.2068,-3247.52857328,-24427.7353733
429,-2026.7485,-19087.9563,-3344.5583,84.49896456,-21114.7048,-3260.05933544,-24374.7641354
430,-1996.4552,-19200.4024,-3303.3673,83.5836336,-21196.8576,-3219.7836664,-24416.6412664
431,-2016.9756,-19094.0635,-3318.5695,83.8362708,-21111.0391,-3234.7332292,-24345.7723292
432,-1986.0621,-19089.2141,-3347.2443,84.50649144,-21075.2762,-3262.73780856,-24338.0140086
433,-2009.6146,-19119.8789,-3338.7894,85.00311864,-21129.4935,-3253.78628136,-24383.2797814
434,-2034.5956,-19135.5196,-3365.2343,81.26657928,-21170.1152,-3283.96772072,-24454.0829207
435,-2010.193,-19066.6955,-3399.4658,84.26364984,-21076.8885,-3315.20215016,-24392.0906502
436,-1991.6879,-19028.1258,-3388.6297,84.3889428,-21019.8137,-3304.2407572,-24324.0544572
437,-2047.5547,-19032.6079,-3375.1402,82.12040568,-21080.1626,-3293.01979432,-24373.1823943
438,-2035.7459,-19077.1405,-3429.1761,82.82797416,-21112.8864,-3346.34812584,-24459.2345258
439,-1999.0403,-19112.3922,-3373.7813,84.54272832,-21111.4325,-3289.23857168,-24400.6710717
440,-2053.6248,-19116.3808,-3348.9433,81.56345616,-21170.0056,-3267.37984384,-24437.3854438
441,-2038.5327,-18988.6394,-3418.9556,83.54185992,-21027.1721,-3335.41374008,-24362.5858401
442,-1992.1384,-19027.4036,-3408.0908,82.97898408,-21019.542,-3325.11181592,-24344.6538159
443,-2047.7296,-19099.1931,-3390.8927,83.04672528,-21146.9227,-3307.84597472,-24454.7686747
444,-2026.1387,-19037.033,-3382.9837,83.23202952,-21063.1717,-3299.75167048,-24362.9233705
445,-2024.8482,-19031.2833,-3399.3169,85.06992744,-21056.1315,-3314.24697256,-24370.3784726
446,-2028.6683,-18966.0319,-3418.4735,85.49363376,-20994.7002,-3332.97986624,-24327.6800662
447,-2018.0125,-18983.5925,-3414.4418,84.38758992,-21001.605,-3330.05421008,-24331.6592101
448,-2037.2205,-19148.6896,-3306.2339,83.68377768,-21185.9101,-3222.55012232,-24408.4602223
449,-2035.6365,-19150.3557,-3323.9818,83.96958384,-21185.9922,-3240.01221616,-24426.0044162
450,-2038.4153,-19046.7229,-3423.9771,83.34330552,-21085.1382,-3340.63379448,-24425.7719945
451,-1997.7619,-19090.1638,-3378.7907,84.2305356,-21087.9257,-3294.5601644,-24382.4858644
452,-2019.505,-19038.3058,-3399.8791,84.97266048,-21057.8108,-3314.90643952,-24372.7172395
453,-2011.3137,-19073.2578,-3415.2892,87.01347024,-21084.5715,-3328.27572976,-24412.8472298
454,-2021.2135,-19077.6493,-3400.5049,85.9126788,-21098.8628,-3314.5922212,-24413.4550212
455,-2013.5244,-19043.4824,-3408.8705,86.77822104,-21057.0068,-3322.09227896,-24379.099079
456,-2021.1851,-19047.9874,-3423.0807,85.608378,-21069.1725,-3337.472322,-24406.644822
457,-1987.1652,-19078.0737,-3384.0713,86.31284112,-21065.2389,-3297.75845888,-24362.9973589
458,-2020.7037,-19062.6627,-3415.3679,86.40662976,-21083.3664,-3328.96127024,-24412.3276702
459,-2004.583,-19030.4149,-3452.4322,86.96382696,-21034.9979,-3365.46837304,-24400.466273
460,-1975.5845,-19074.781,-3415.4888,87.31378728,-21050.3655,-3328.17501272,-24378.5405127
461,-2013.9696,-19028.5835,-3441.3267,86.44730328,-21042.5531,-3354.87939672,-24397.4324967
462,-2008.6096,-19142.0375,-3384.5805,86.50126008,-21150.6471,-3298.07923992,-24448.7263399
463,-1967.9537,-19034.19,-3410.2115,86.96530584,-21002.1437,-3323.24619416,-24325.3898942
464,-2018.4638,-19039.7623,-3416.1614,86.77449,-21058.2261,-3329.38691,-24387.61301
465,-1992.4805,-19057.104,-3391.8602,86.72056632,-21049.5845,-3305.13963368,-24354.7241337
466,-2000.5145,-19051.8006,-3412.0444,87.24368592,-21052.3151,-3324.80071408,-24377.1158141
467,-2002.8257,-19095.1639,-3388.9428,86.83553232,-21097.9896,-3302.10726768,-24400.0968677
468,-2002.5392,-19074.5211,-3409.6716,85.95817272,-21077.0603,-3323.71342728,-24400.7737273
469,-1960.3741,-19162.0125,-3341.8198,87.36327648,-21122.3866,-3254.45652352,-24376.8431235
470,-1975.9978,-19068.3548,-3422.7349,88.63423776,-21044.3526,-3334.10066224,-24378.4532622
471,-2021.8848,-18953.9314,-3447.7256,89.24504184,-20975.8162,-3358.48055816,-24334.2967582
472,-1998.1633,-19025.1504,-3444.3292,87.47664336,-21023.3137,-3356.85255664,-24380.1662566
473,-2012.6949,-19012.689,-3399.1869,87.33465072,-21025.3839,-3311.85224928,-24337.2361493
474,-1997.3723,-19060.8254,-3360.4343,86.35370184,-21058.1977,-3274.08059816,-24332.2782982
475,-1997.1802,-19050.8054,-3348.5809,85.43719296,-21047.9856,-3263.14370704,-24311.129307
476,-2012.0267,-19060.882,-3357.8118,86.06188584,-21072.9087,-3271.74991416,-24344.6586142
477,-2048.2754,-19070.3962,-3382.1864,86.00464296,-21118.6716,-3296.18175704,-24414.853357
478,-2026.9507,-19103.1619,-3336.434,86.61228984,-21130.1126,-3249.82171016,-24379.9343102
479,-2025.5043,-19131.059,-3335.7698,84.3449688,-21156.5633,-3251.4248312,-24407.9881312
480,-2030.752,-18995.7815,-3397.7098,84.94837848,-21026.5335,-3312.76142152,-24339.2949215
481,-2030.3562,-19005.87,-3393.2123,85.5324828,-21036.2262,-3307.6798172,-24343.9060172
482,-2012.1331,-19059.4299,-3377.9979,86.07371976,-21071.563,-3291.92418024,-24363.4871802
483,-2015.63,-19016.3638,-3422.1364,86.96445336,-21031.9938,-3335.17194664,-24367.1657466
484,-2016.0437,-19003.651,-3440.0927,86.92656192,-21019.6947,-3353.16613808,-24372.8608381
485,-2022.7181,-18876.0857,-3491.287,88.5215556,-20898.8038,-3402.7654444,-24301.5692444
486,-2004.8348,-18935.2625,-3491.6431,87.91008984,-20940.0973,-3403.73301016,-24343.8303102
487,-2011.5545,-18999.3097,-3464.4468,88.16823576,-21010.8642,-3376.27856424,-24387.1427642
488,-1972.1765,-19003.7944,-3459.4085,87.6914532,-20975.9709,-3371.7170468,-24347.6879468
489,-1990.6293,-18958.8639,-3460.5411,89.14984056,-20949.4932,-3371.39125944,-24320.8844594
490,-2004.5208,-18886.8942,-3538.6026,91.07334072,-20891.415,-3447.52925928,-24338.9442593
491,-2031.5097,-18838.5771,-3540.319,88.86216888,-20870.0868,-3451.45683112,-24321.5436311
492,-2017.1181,-18962.1761,-3450.7132,87.00362496,-20979.2942,-3363.70957504,-24343.003775
493,-2040.075,-19036.4507,-3382.8899,86.32318176,-21076.5257,-3296.56671824,-24373.0924182
494,-2018.0909,-19001.0356,-3421.5603,87.18259968,-21019.1265,-3334.37770032,-24353.5042003
495,-2001.4965,-18987.1423,-3431.3762,87.00940656,-20988.6388,-3344.36679344,-24333.0055934
496,-2019.2682,-19006.4911,-3408.2038,87.37406856,-21025.7593,-3320.82973144,-24346.5890314
497,-2006.5585,-19091.9368,-3370.7693,86.31641232,-21098.4953,-3284.45288768,-24382.9481877
498,-2026.4463,-19006.2464,-3385.8799,87.06105144,-21032.6927,-3298.81884856,-24331.5115486
499,-2001.6705,-19083.1673,-3402.12,88.27917984,-21084.8378,-3313.84082016,-24398.6786202
500,-1997.0872,-19104.483,-3393.324,84.80932632,-21101.5702,-3308.51467368,-24410.0848737
501,-2011.0845,-19094.4716,-3380.9256,87.9286464,-21105.5561,-3292.9969536,-24398.5530536
502,-2041.7168,-19075.5556,-3394.3147,87.14885256,-21117.2724,-3307.16584744,-24424.4382474
503,-2021.6701,-19036.1145,-3428.0833,86.07491856,-21057.7846,-3342.00838144,-24399.7929814
504,-1976.1166,-18994.7949,-3429.923,87.94999944,-20970.9115,-3341.97300056,-24312.8845006
505,-1979.7429,-19029.9074,-3407.4675,88.96765104,-21009.6503,-3318.49984896,-24328.150149
506,-1995.0332,-19114.2484,-3386.2367,87.5815704,-21109.2816,-3298.6551296,-24407.9367296
507,-1973.3335,-19104.2574,-3394.099,88.6883256,-21077.5909,-3305.4106744,-24383.0015744
508,-2010.4208,-19032.9425,-3397.2355,90.82676304,-21043.3633,-3306.40873696,-24349.772037
509,-2020.2074,-19059.1373,-3385.2234,88.2454572,-21079.3447,-3296.9779428,-24376.3226428
510,-2000.037,-19010.7605,-3409.5527,88.67679336,-21010.7975,-3320.87590664,-24331.6734066
511,-1975.233,-19017.0378,-3470.1245,88.74315648,-20992.2708,-3381.38134352,-24373.6521435
512,-1986.3932,-18990.7411,-3482.8008,89.21199096,-20977.1343,-3393.58880904,-24370.723109
513,-1997.2361,-19096.5691,-3389.2532,88.5627036,-21093.8052,-3300.6904964,-24394.4956964
514,-2002.5366,-19094.342,-3347.5693,88.43761728,-21096.8786,-3259.13168272,-24356.0102827
515,-1983.8708,-19142.0889,-3337.5765,87.60248712,-21125.9597,-3249.97401288,-24375.9337129
516,-1971.6009,-19090.6845,-3350.6981,88.95798288,-21062.2854,-3261.74011712,-24324.0255171
517,-1981.6758,-19068.4309,-3367.7862,88.06737168,-21050.1067,-3279.71882832,-24329.8255283
518,-1980.1765,-19110.5796,-3397.968,91.83057336,-21090.7561,-3306.13742664,-24396.8935266
519,-1982.4606,-19057.8673,-3381.7975,89.31901248,-21040.3279,-3292.47848752,-24332.8063875
520,-2022.8935,-18924.0257,-3493.6591,88.92290952,-20946.9192,-3404.73619048,-24351.6553905
521,-2014.8262,-19005.9209,-3464.5814,87.44901048,-21020.7471,-3377.13238952,-24397.8794895
522,-2019.5523,-19041.0961,-3430.3879,87.04809288,-21060.6484,-3343.33980712,-24403.9882071
523,-2022.4738,-18958.5569,-3440.9055,87.41222136,-20981.0307,-3353.49327864,-24334.5239786
524,-1984.0974,-19039.4277,-3414.7357,89.5274964,-21023.5251,-3325.2082036,-24348.7333036
525,-2012.2939,-19026.4281,-3439.0038,90.06923448,-21038.722,-3348.93456552,-24387.6565655
526,-2012.4691,-19003.23,-3463.4876,89.85057408,-21015.6991,-3373.63702592,-24389.3361259
527,-1994.3772,-19064.2577,-3383.7428,88.13305152,-21058.6349,-3295.60974848,-24354.2446485
528,-2022.2642,-19162.3071,-3326.1141,88.30641816,-21184.5713,-3237.80768184,-24422.3789818
529,-2002.0167,-19093.9802,-3378.766,90.06923376,-21095.9969,-3288.69676624,-24384.6936662
530,-1974.3061,-19130.5878,-3364.7881,88.63543008,-21104.8939,-3276.15266992,-24381.0465699
531,-1984.5393,-19017.6442,-3382.4608,89.68965408,-21002.1835,-3292.77114592,-24294.9546459
532,-1999.6746,-19019.7046,-3409.8715,89.53645896,-21019.3792,-3320.33504104,-24339.714241
533,-1998.5179,-18982.2305,-3426.2128,88.944534,-20980.7484,-3337.268266,-24318.016666
534,-2016.3564,-19032.6794,-3413.8057,86.81117616,-21049.0358,-3326.99452384,-24376.0303238
535,-1993.8466,-19072.1491,-3402.702,88.43028192,-21065.9957,-3314.27171808,-24380.2674181
536,-2003.8848,-19097.3039,-3370.0902,87.50003976,-21101.1887,-3282.59016024,-24383.7788602
537,-2027.4443,-19046.6879,-3385.7051,88.61193648,-21074.1322,-3297.09316352,-24371.2253635
538,-1976.122,-19109.0958,-3386.5489,88.25984208,-21085.2178,-3298.28905792,-24383.5068579
539,-1978.3084,-19132.9717,-3355.205,89.70087168,-21111.2801,-3265.50412832,-24376.7842283
540,-1983.5616,-19101.9766,-3371.0825,87.38046792,-21085.5382,-3283.70203208,-24369.2402321
541,-1985.7299,-19066.0717,-3381.3552,88.7019156,-21051.8016,-3292.6532844,-24344.4548844
542,-2017.1355,-19008.9177,-3410.3959,86.52406608,-21026.0532,-3323.87183392,-24349.9250339
543,-2014.2316,-19112.4265,-3345.9947,86.423166,-21126.6581,-3259.571534,-24386.229634
544,-2029.9456,-19054.0453,-3435.9776,87.13286784,-21083.9909,-3348.84473216,-24432.8356322
545,-1986.0057,-19036.4121,-3399.9682,89.77936824,-21022.4178,-3310.18883176,-24332.6066318
546,-1971.101,-19000.8152,-3422.6985,89.93162016,-20971.9162,-3332.76687984,-24304.6830798
547,-1966.4848,-18991.3071,-3457.6061,88.56074736,-20957.7919,-3369.04535264,-24326.8372526
548,-2057.8622,-19097.9746,-3343.6334,85.80191544,-21155.8368,-3257.83148456,-24413.6682846
549,-1991.0278,-19133.3894,-3359.1009,88.6070016,-21124.4172,-3270.4938984,-24394.9110984
550,-2022.2866,-19073.1937,-3394.3039,87.01789608,-21095.4803,-3307.28600392,-24402.7663039
551,-2019.8822,-18990.9131,-3434.5301,87.8156136,-21010.7953,-3346.7144864,-24357.5097864
552,-2015.5872,-19048.5017,-3407.4397,88.05394656,-21064.0889,-3319.38575344,-24383.4746534
553,-1985.4611,-19117.6275,-3378.3206,88.96090896,-21103.0886,-3289.35969104,-24392.448291
554,-2025.9413,-19073.709,-3380.2023,86.86076544,-21099.6503,-3293.34153456,-24392.9918346
555,-2024.0661,-19077.9106,-3386.6336,87.36588216,-21101.9767,-3299.26771784,-24401.2444178
556,-1985.8447,-19088.0908,-3372.4609,86.11506,-21073.9355,-3286.34584,-24360.28134
557,-1986.982,-19010.5164,-3406.1435,88.85238408,-20997.4984,-3317.29111592,-24314.7895159
558,-2007.616,-19012.6815,-3451.8203,88.43571072,-21020.2975,-3363.38458928,-24383.6820893
559,-2047.6653,-18981.0568,-3479.4509,87.94879272,-21028.7221,-3391.50210728,-24420.2242073
560,-2003.9079,-19048.5354,-3434.6347,87.96975048,-21052.4433,-3346.66494952,-24399.1082495
561,-2029.1823,-18943.8763,-3473.5456,87.8683284,-20973.0586,-3385.6772716,-24358.7358716
562,-2006.3436,-18987.303,-3488.176,87.75718992,-20993.6466,-3400.41881008,-24394.0654101
563,-2007.5898,-19047.1585,-3435.9621,89.21809656,-21054.7483,-3346.74400344,-24401.4923034
564,-2024.5675,-19035.2134,-3441.5355,86.41341,-21059.7809,-3355.12209,-24414.90299
565,-2010.2181,-18962.0222,-3463.4009,86.50608048,-20972.2403,-3376.89481952,-24349.1351195
566,-2003.7828,-19053.0714,-3391.3085,88.30672056,-21056.8542,-3303.00177944,-24359.8559794
567,-2053.7634,-19015.3603,-3398.7596,85.4011836,-21069.1237,-3313.3584164,-24382.4821164
568,-2005.6252,-18976.8692,-3435.2322,86.0513472,-20982.4944,-3349.1808528,-24331.6752528
569,-2021.9861,-18953.2805,-3473.515,88.43886936,-20975.2666,-3385.07613064,-24360.3427306
570,-2042.3173,-18914.8056,-3485.3462,88.07531976,-20957.1229,-3397.27088024,-24354.3937802
571,-1991.4565,-19098.5839,-3379.2029,87.60779712,-21090.0404,-3291.59510288,-24381.6355029
572,-2031.1726,-19067.6385,-3406.395,86.86764216,-21098.8111,-3319.52735784,-24418.3384578
573,-1986.4141,-19092.8063,-3387.6598,88.6332456,-21079.2204,-3299.0265544,-24378.2469544
574,-2041.3862,-19047.6819,-3375.5411,85.62003624,-21089.0681,-3289.92106376,-24378.9891638
575,-2022.5352,-18899.8155,-3470.6453,85.96557576,-20922.3507,-3384.67972424,-24307.0304242
576,-2009.1787,-19103.9409,-3352.4132,86.37946632,-21113.1196,-3266.03373368,-24379.1533337
577,-2036.7256,-19008.7868,-3389.5326,86.75440416,-21045.5124,-3302.77819584,-24348.2905958
578,-2001.2198,-19036.5046,-3384.6571,86.57284608,-21037.7244,-3298.08425392,-24335.8086539
579,-2057.9896,-19105.122,-3332.9569,86.0184108,-21163.1116,-3246.9384892,-24410.0500892
580,-2013.2916,-19108.1685,-3337.8136,85.91536008,-21121.4601,-3251.89823992,-24373.3583399
581,-2002.2876,-19039.0185,-3378.6308,86.83162344,-21041.3061,-3291.79917656,-24333.1052766
582,-1995.9508,-19163.812,-3328.8409,86.42260224,-21159.7628,-3242.41829776,-24402.1810978
583,-1988.0662,-19075.9365,-3387.283,89.55959328,-21064.0027,-3297.72340672,-24361.7261067
584,-1992.3074,-19056.3237,-3399.7408,88.20318816,-21048.6311,-3311.53761184,-24360.1687118
585,-2029.4488,-19039.2872,-3385.1355,87.63327432,-21068.736,-3297.50222568,-24366.2382257
586,-2012.4146,-19049.1979,-3361.8115,87.6822156,-21061.6125,-3274.1292844,-24335.7417844
587,-1987.8073,-19056.4727,-3381.4758,89.23899528,-21044.28,-3292.23680472,-24336.5168047
588,-2034.2026,-19019.4163,-3385.0637,88.95287664,-21053.6189,-3296.11082336,-24349.7297234
589,-2037.582,-19037.6233,-3413.8485,87.67183248,-21075.2053,-3326.17666752,-24401.3819675
590,-1991.2031,-19196.1029,-3332.3237,88.46008416,-21187.306,-3243.86361584,-24431.1696158
591,-2013.4429,-19105.9599,-3372.3862,88.94786328,-21119.4028,-3283.43833672,-24402.8411367
592,-2011.3362,-19119.9,-3332.5201,88.80300288,-21131.2362,-3243.71709712,-24374.9532971
593,-2001.3496,-19178.641,-3304.8049,87.48468792,-21179.9906,-3217.32021208,-24397.3108121
594,-2012.4555,-19023.5713,-3434.3776,87.14077416,-21036.0268,-3347.23682584,-24383.2636258
595,-2002.2819,-19143.5431,-3309.2681,86.3027892,-21145.825,-3222.9653108,-24368.7903108
596,-2003.7943,-19010.7706,-3422.8201,87.93871344,-21014.5649,-3334.88138656,-24349.4462866
